NUMPATH,RATE
1681,0.0389561
1682,0.0625135
1683,0.0465868
1684,0.0293399
1685,0.0226982
1686,0.0596493
1687,0.039793
1688,0.04449
1689,0.0295772
1690,0.0375771
1691,0.0344776
1692,0.0660654
1693,0.0214
1694,0.0618655
1695,0.0174515
1696,0.0305156
1697,0.0453479
1698,0.062804
1699,0.0575038
1700,0.0538066
1701,0.0541818
1702,0.0215579
1703,0.0522025
1704,0.0248118
1705,0.0514476
1706,0.0207568
1707,0.0258976
1708,0.061643
1709,0.0495019
1710,0.0205089
1711,0.0358725
1712,0.0708605
1713,0.0380988
1714,0.0605022
1715,0.0527892
1716,0.032499
1717,0.0565822
1718,0.0339204
1719,0.0341089
1720,0.037452
1721,0.0259409
1722,0.0178024
1723,0.056291
1724,0.0365303
1725,0.0286744
1726,0.0502369
1727,0.0490254
1728,0.0404663
1729,0.0612746
1730,0.021211
1731,0.0387832
1732,0.0525975
1733,0.0555896
1734,0.0415934
1735,0.0461956
1736,0.0365496
1737,0.0415564
1738,0.033526
1739,0.0501445
1740,0.0339009
1741,0.0346132
1742,0.0608138
1743,0.0322262
1744,0.0339402
1745,0.0529338
1746,0.0288323
1747,0.0405204
1748,0.0631953
1749,0.0455593
1750,0.0378627
1751,0.011919
1752,0.0433141
1753,0.0364686
1754,0.0461005
1755,0.0436491
1756,0.0435617
1757,0.0363109
1758,0.0584836
1759,0.0435044
1760,0.0368662
1761,0.0365397
1762,0.043849
1763,0.0432686
1764,0.0384303
1765,0.020201
1766,0.0476014
1767,0.0535096
1768,0.0350763
1769,0.0615942
1770,0.0348393
1771,0.0128718
1772,0.0388021
1773,0.0377647
1774,0.0557371
1775,0.0404861
1776,0.036764
1777,0.0485457
1778,0.0567387
1779,0.0317281
1780,0.0373133
1781,0.0474411
1782,0.0380603
1783,0.0340616
1784,0.0532571
1785,0.0507498
1786,0.033864
1787,0.0328796
1788,0.0380755
1789,0.0449133
1790,0.0475567
1791,0.0435395
1792,0.0434066
1793,0.0539249
1794,0.0462438
1795,0.0465485
1796,0.0571791
1797,0.0351511
1798,0.0183404
1799,0.0574669
1800,0.0537842
1801,0.0264598
1802,0.0276398
1803,0.0458118
1804,0.0468918
1805,0.0403971
1806,0.0212839
1807,0.02479
1808,0.0407358
1809,0.0482404
1810,0.040367
1811,0.0489513
1812,0.0429923
1813,0.0540942
1814,0.0527872
1815,0.0510002
1816,0.0624654
1817,0.0250014
1818,0.037469
1819,0.0446807
1820,0.0356923
1821,0.0663431
1822,0.0448764
1823,0.0432797
1824,0.0399684
1825,0.0577902
1826,0.0427267
1827,0.0323452
1828,0.0243981
1829,0.0629851
1830,0.0484286
1831,0.0397883
1832,0.0523734
1833,0.0345349
1834,0.0217142
1835,0.0214261
1836,0.0333732
1837,0.0562041
1838,0.0507816
1839,0.0531291
1840,0.0255427
1841,0.0489539
1842,0.0610264
1843,0.0418334
1844,0.0523972
1845,0.0583484
1846,0.0212604
1847,0.0505425
1848,0.0633797
1849,0.0394131
1850,0.0316513
1851,0.0509568
1852,0.0336825
1853,0.0368733
1854,0.0679184
1855,0.0557063
1856,0.03358
1857,0.0357785
1858,0.0131756
1859,0.0604989
1860,0.048536
1861,0.0420782
1862,0.0575736
1863,0.01634
1864,0.0591297
1865,0.0269017
1866,0.0387473
1867,0.0394853
1868,0.0401469
1869,0.0581312
1870,0.0271675
1871,0.0259279
1872,0.0450043
1873,0.0436453
1874,0.0425427
1875,0.0236778
1876,0.0743508
1877,0.0253573
1878,0.0766012
1879,0.0410415
1880,0.0568604
1881,0.0493648
1882,0.035127
1883,0.0615179
1884,0.0556307
1885,0.0318923
1886,0.0532019
1887,0.0683587
1888,0.0626213
1889,0.0344975
1890,0.0376234
1891,0.0290205
1892,0.0384265
1893,0.039642
1894,0.0145153
1895,0.0380565
1896,0.0750202
1897,0.0708379
1898,0.0700297
1899,0.0374003
1900,0.0476542
1901,0.0387773
1902,0.0484669
1903,0.0348045
1904,0.0204455
1905,0.0584586
1906,0.0479072
1907,0.0359793
1908,0.0554075
1909,0.0496162
1910,0.0646298
1911,0.0514828
1912,0.0506486
1913,0.038571
1914,0.0449415
1915,0.0403992
1916,0.0185283
1917,0.0322021
1918,0.0476257
1919,0.0411566
1920,0.0612391
1921,0.0472303
1922,0.0376125
1923,0.0641868
1924,0.0572495
1925,0.0522002
1926,0.0351247
1927,0.0526798
1928,0.0309057
1929,0.053577
1930,0.0591261
1931,0.035656
1932,0.0454728
1933,0.0629549
1934,0.0348609
1935,0.0296627
1936,0.0396092
1937,0.0535807
1938,0.0567191
1939,0.0320532
1940,0.0451538
1941,0.018764
1942,0.0387807
1943,0.0613058
1944,0.0550521
1945,0.0621473
1946,0.0628748
1947,0.053206
1948,0.0454418
1949,0.0202819
1950,0.0567518
1951,0.0395957
1952,0.0359448
1953,0.0479755
1954,0.0564192
1955,0.0448781
1956,0.0406094
1957,0.0421285
1958,0.0577537
1959,0.055392
1960,0.053453
1961,0.0612449
1962,0.0479755
1963,0.0565829
1964,0.0623218
1965,0.0599668
1966,0.0360813
1967,0.0161321
1968,0.0197348
1969,0.0575655
1970,0.0431817
1971,0.0559639
1972,0.084236
1973,0.052685
1974,0.0436179
1975,0.0242563
1976,0.0403761
1977,0.038692
1978,0.0577471
1979,0.0392428
1980,0.0737535
1981,0.0439438
1982,0.0256055
1983,0.0475833
1984,0.00621815
1985,0.0253704
1986,0.021521
1987,0.0612958
1988,0.0279999
1989,0.0302559
1990,0.0786112
1991,0.0289004
1992,0.0525714
1993,0.0378103
1994,0.0330955
1995,0.0350924
1996,0.0377918
1997,0.0368836
1998,0.029686
1999,0.0670001
2000,0.0304855
2001,0.0405625
2002,0.0561972
2003,0.0474985
2004,0.027626
2005,0.0381726
2006,0.0671818
2007,0.0385264
2008,0.0458192
2009,0.0805318
2010,0.027588
2011,0.0435237
2012,0.054323
2013,0.0199714
2014,0.0456911
2015,0.0356863
2016,0.0214227
2017,0.0301832
2018,0.0410558
2019,0.0477958
2020,0.058504
2021,0.0330167
2022,0.0252487
2023,0.0278376
2024,0.0489472
2025,0.0380578
2026,0.0387601
2027,0.0797977
2028,0.0537042
2029,0.0475001
2030,0.0649249
2031,0.0311091
2032,0.0531064
2033,0.0313106
2034,0.0496652
2035,0.0365122
2036,0.0399093
2037,0.0607849
2038,0.0304196
2039,0.0275099
2040,0.0272161
2041,0.0719915
2042,0.0239041
2043,0.0479844
2044,0.0132167
2045,0.0675886
2046,0.0510734
2047,0.0386929
2048,0.0508106
2049,0.0557137
2050,0.0688117
2051,0.0567909
2052,0.0672306
2053,0.0355221
2054,0.0488226
2055,0.0438802
2056,0.0412734
2057,0.0524764
2058,0.0577638
2059,0.0620329
2060,0.027173
2061,0.0572877
2062,0.0366938
2063,0.0477319
2064,0.0372952
2065,0.0515513
2066,0.0633306
2067,0.0357859
2068,0.0410353
2069,0.0386369
2070,0.0313945
2071,0.0400844
2072,0.0287366
2073,0.0324945
2074,0.0455425
2075,0.0486912
2076,0.03529
2077,0.0778916
2078,0.0426789
2079,0.0349031
2080,0.0533504
2081,0.0557358
2082,0.0298553
2083,0.0454005
2084,0.0202426
2085,0.0212099
2086,0.0615104
2087,0.0382918
2088,0.0255929
2089,0.0403537
2090,0.0577969
2091,0.0410428
2092,0.0363054
2093,0.0460754
2094,0.0403681
2095,0.0662849
2096,0.0434316
2097,0.0388053
2098,0.043582
2099,0.050413
2100,0.0479731
2101,0.03506
2102,0.0345459
2103,0.0586027
2104,0.057616
2105,0.03559
2106,0.0433156
2107,0.0442239
2108,0.044096
2109,0.054007
2110,0.0419427
2111,0.0532965
2112,0.0427687
2113,0.032683
2114,0.0668377
2115,0.0365604
2116,0.0575144
2117,0.0503319
2118,0.0379818
2119,0.0533219
2120,0.0601523
2121,0.0388501
2122,0.00780835
2123,0.044613
2124,0.0231221
2125,0.0212827
2126,0.0345612
2127,0.015207
2128,0.0366861
2129,0.0409517
2130,0.0408244
2131,0.0384023
2132,0.0411549
2133,0.0522603
2134,0.0297311
2135,0.0449627
2136,0.0512256
2137,0.0421411
2138,0.0208817
2139,0.0310208
2140,0.0401729
2141,0.0700322
2142,0.0379244
2143,0.0590942
2144,0.0563993
2145,0.0489097
2146,0.0444057
2147,0.061832
2148,0.0416804
2149,0.0416757
2150,0.041374
2151,0.0733134
2152,0.0560563
2153,0.0246641
2154,0.0488869
2155,0.0533553
2156,0.0416259
2157,0.0376533
2158,0.0253825
2159,0.0129247
2160,0.045219
2161,0.0385044
2162,0.0371964
2163,0.0447088
2164,0.0358361
2165,0.0462486
2166,0.0127254
2167,0.0224064
2168,0.0302063
2169,0.0589075
2170,0.0433122
2171,0.0208772
2172,0.018203
2173,0.0379534
2174,0.0538404
2175,0.0476606
2176,0.043987
2177,0.034209
2178,0.0431019
2179,0.0515946
2180,0.0351294
2181,0.0403625
2182,0.0375282
2183,0.0464424
2184,0.0562684
2185,0.0649466
2186,0.0333086
2187,0.0724519
2188,0.0400714
2189,0.0342384
2190,0.0210029
2191,0.0612517
2192,0.0367119
2193,0.0393658
2194,0.0517903
2195,0.0639646
2196,0.0403432
2197,0.0498862
2198,0.0388893
2199,0.0474914
2200,0.0493913
2201,0.0271435
2202,0.039651
2203,0.0313693
2204,0.0459104
2205,0.0251752
2206,0.0265587
2207,0.0636151
2208,0.0381227
2209,0.00923727
2210,0.0494398
2211,0.0411049
2212,0.0640123
2213,0.0188003
2214,0.0438878
2215,0.0332975
2216,0.0635098
2217,0.0460542
2218,0.0332546
2219,0.0343509
2220,0.0325211
2221,0.0382991
2222,0.0584281
2223,0.056718
2224,0.0133141
2225,0.0563646
2226,0.0759261
2227,0.0439859
2228,0.0453232
2229,0.0420255
2230,0.0631409
2231,0.0180552
2232,0.0368888
2233,0.0295879
2234,0.040287
2235,0.0698818
2236,0.0281854
2237,0.0374329
2238,0.034299
2239,0.037379
2240,0.041637
2241,0.05646
2242,0.0568248
2243,0.0741968
2244,0.0401282
2245,0.0816862
2246,0.0610833
2247,0.0436414
2248,0.0552891
2249,0.051552
2250,0.0310923
2251,0.0516887
2252,0.0260199
2253,0.0524629
2254,0.0438947
2255,0.051073
2256,0.0467123
2257,0.0257572
2258,0.0596997
2259,0.0494226
2260,0.0846993
2261,0.0683974
2262,0.0426141
2263,0.0397455
2264,0.0347074
2265,0.0322692
2266,0.0504414
2267,0.0464183
2268,0.0828418
2269,0.0680201
2270,0.0607626
2271,0.0348235
2272,0.0691437
2273,0.0777761
2274,0.04085
2275,0.0608837
2276,0.0590209
2277,0.0500662
2278,0.0383099
2279,0.0297372
2280,0.0396889
2281,0.0682292
2282,0.0427605
2283,0.01825
2284,-0.00463254
2285,0.0482708
2286,0.0422947
2287,0.0446115
2288,0.045072
2289,0.0548272
2290,0.0231616
2291,0.0522866
2292,0.0417858
2293,0.0408093
2294,0.0559108
2295,0.0286816
2296,0.0505716
2297,0.0371614
2298,0.043383
2299,0.0581862
2300,0.0567831
2301,0.0321745
2302,0.0440261
2303,0.0494511
2304,0.0386623
2305,0.0265737
2306,0.0137396
2307,0.062673
2308,0.0325117
2309,0.0653736
2310,0.0598859
2311,0.0282878
2312,0.027629
2313,0.0406254
2314,0.0618065
2315,0.0433001
2316,0.0513827
2317,0.0389336
2318,0.0460821
2319,0.0610647
2320,0.0342423
2321,0.0442016
2322,0.0305197
2323,0.051842
2324,0.0500127
2325,0.0648411
2326,0.0561929
2327,0.0362522
2328,0.0610549
2329,0.0372421
2330,0.0534126
2331,0.0573192
2332,0.0310291
2333,0.0436217
2334,0.0547884
2335,0.0599408
2336,0.0398992
2337,0.0354402
2338,0.0518184
2339,0.0456057
2340,0.0494043
2341,0.0342399
2342,0.0366705
2343,0.0767893
2344,0.0454651
2345,0.0632651
2346,0.0568417
2347,0.0753191
2348,0.0493129
2349,0.0474381
2350,0.0490023
2351,0.046023
2352,0.0449688
2353,0.0106274
2354,0.00266942
2355,0.0611474
2356,0.0467723
2357,0.0472124
2358,0.0476859
2359,0.0400794
2360,0.0434591
2361,0.0100539
2362,0.0397696
2363,0.0439212
2364,0.0378807
2365,0.052374
2366,0.0421291
2367,0.0493116
2368,0.0665233
2369,0.0477283
2370,0.0387189
2371,0.0437238
2372,0.0465974
2373,0.0409053
2374,0.0663192
2375,0.0190413
2376,0.0289931
2377,0.0342449
2378,0.0323635
2379,0.0516596
2380,0.0566984
2381,0.0388365
2382,0.0382049
2383,0.0517731
2384,0.0378187
2385,0.0664331
2386,0.0660668
2387,0.0252198
2388,0.0494007
2389,0.0464372
2390,0.0452456
2391,0.0512929
2392,0.0578099
2393,0.0421357
2394,0.0341168
2395,0.0418026
2396,0.0738874
2397,0.0621178
2398,0.0447902
2399,0.033168
2400,0.0598587
2401,0.0467156
2402,0.03054
2403,0.0584873
2404,0.0243347
2405,0.0267939
2406,0.0523674
2407,0.0262952
2408,0.0553986
2409,0.0514518
2410,0.043444
2411,0.0229761
2412,0.0232359
2413,0.0420406
2414,0.0455525
2415,0.0628976
2416,0.0472283
2417,0.045631
2418,0.0488008
2419,0.0392256
2420,0.0682192
2421,0.0309249
2422,0.0475461
2423,0.0483785
2424,0.0515989
2425,0.0493458
2426,0.0158129
2427,0.0174657
2428,0.0323576
2429,0.0345007
2430,0.0421238
2431,0.067161
2432,0.0255334
2433,0.0588002
2434,0.0345194
2435,0.0179268
2436,0.058861
2437,0.0552721
2438,0.0477295
2439,0.0420129
2440,0.0521756
2441,0.095198
2442,-0.000972395
2443,0.0479987
2444,0.0358378
2445,0.0538174
2446,0.0336951
2447,0.061646
2448,0.0444332
2449,0.0415899
2450,0.0520227
2451,0.0251549
2452,0.034911
2453,0.0286842
2454,0.0352086
2455,0.0327813
2456,0.0575858
2457,0.0487296
2458,0.0454008
2459,0.0511126
2460,0.0419612
2461,0.0436974
2462,0.0444039
2463,0.0559559
2464,0.0593777
2465,0.0801182
2466,0.0247257
2467,0.0586844
2468,0.0374938
2469,0.0562618
2470,0.0310391
2471,0.0378624
2472,0.0364202
2473,0.0521238
2474,0.03899
2475,0.0291098
2476,0.0538518
2477,0.0254402
2478,0.0484218
2479,0.0730128
2480,0.0429173
2481,0.047023
2482,0.0504986
2483,0.0561285
2484,-0.00106838
2485,0.0269807
2486,0.0530523
2487,0.0516656
2488,0.0457151
2489,0.0323739
2490,0.0501131
2491,0.0398854
2492,0.0396705
2493,0.0537945
2494,0.0512144
2495,0.0447471
2496,0.0424634
2497,0.042782
2498,0.0495567
2499,0.0584467
2500,0.036023
2501,0.0431719
2502,0.0564994
2503,0.0458731
2504,0.0337762
2505,0.0392433
2506,0.0538189
2507,0.0413181
2508,0.0335436
2509,0.0885496
2510,0.0231045
2511,0.00607365
2512,0.0387352
2513,0.0538355
2514,0.0456937
2515,0.0365182
2516,0.0429567
2517,0.0631619
2518,0.028839
2519,0.0564945
2520,0.0499014
2521,0.0778457
2522,0.0523106
2523,0.024324
2524,0.0378529
2525,0.0633374
2526,0.0445056
2527,0.0250686
2528,0.0474067
2529,0.0415931
2530,0.0421983
2531,0.0415383
2532,0.0444208
2533,0.0659759
2534,0.0335174
2535,0.0766803
2536,0.0498529
2537,0.0516915
2538,0.0705965
2539,0.0326973
2540,0.043049
2541,0.0549181
2542,0.0485372
2543,0.0195237
2544,0.046673
2545,0.0403736
2546,0.0405683
2547,0.038115
2548,0.0339897
2549,0.0383362
2550,0.0349511
2551,0.0324854
2552,0.0676889
2553,0.0311415
2554,0.0503761
2555,0.0421833
2556,0.0535455
2557,0.0358991
2558,0.0453554
2559,0.0365254
2560,0.039862
2561,0.0471421
2562,0.0489181
2563,0.0528331
2564,0.0144208
2565,0.0465629
2566,0.0259437
2567,0.0536478
2568,0.0322099
2569,0.0690725
2570,0.0251204
2571,0.0429366
2572,0.0596791
2573,0.0405842
2574,0.0641297
2575,0.0383457
2576,0.0477701
2577,0.0529743
2578,0.0642808
2579,0.070686
2580,0.0527885
2581,0.0482401
2582,0.033572
2583,0.0320378
2584,0.0440064
2585,0.0474704
2586,0.0484962
2587,0.0650166
2588,0.0394856
2589,0.0475624
2590,0.0539338
2591,0.0492899
2592,0.0627207
2593,0.0329954
2594,0.0386909
2595,0.0553406
2596,0.0549461
2597,0.0467979
2598,0.0305317
2599,0.0435872
2600,0.0365266
2601,0.0668436
2602,0.0435941
2603,0.0531512
2604,0.0337223
2605,0.0551146
2606,0.0400554
2607,0.0207932
2608,0.0253343
2609,0.0257104
2610,0.0612198
2611,0.0205349
2612,0.0579853
2613,0.0523295
2614,0.0456407
2615,0.0326756
2616,0.0528534
2617,0.0291427
2618,0.0452392
2619,0.0452078
2620,0.0423209
2621,0.0225367
2622,0.0496751
2623,0.0346862
2624,0.0462882
2625,0.0474663
2626,0.0601906
2627,0.0489135
2628,0.0403064
2629,0.0228931
2630,0.0456104
2631,0.0449247
2632,0.0438487
2633,0.0547205
2634,0.0585332
2635,0.0499779
2636,0.0188908
2637,0.0651561
2638,0.0541178
2639,0.033198
2640,0.0464708
2641,0.0622951
2642,0.0437681
2643,0.0268634
2644,0.0459221
2645,0.0349266
2646,0.0380751
2647,0.0606742
2648,0.0523864
2649,0.0553975
2650,0.049278
2651,0.0405012
2652,0.0685854
2653,0.039068
2654,0.0554374
2655,0.0497969
2656,0.0559877
2657,0.0636286
2658,0.0436262
2659,0.0483776
2660,0.0526067
2661,0.0427627
2662,0.0394224
2663,0.0374445
2664,0.0334923
2665,0.0397156
2666,0.0377261
2667,0.0522407
2668,0.036226
2669,0.0295425
2670,0.0504414
2671,0.0487908
2672,0.054004
2673,0.0377642
2674,0.0486595
2675,0.0322897
2676,0.0291461
2677,0.013637
2678,0.0446289
2679,0.0563788
2680,0.057482
2681,0.0358859
2682,0.0097476
2683,0.033506
2684,0.0518101
2685,0.0562888
2686,0.0387033
2687,0.0605161
2688,0.0415059
2689,0.0376095
2690,0.0294063
2691,0.029352
2692,0.0282672
2693,0.0505235
2694,0.0530305
2695,0.0461085
2696,0.056649
2697,0.0433516
2698,0.0566142
2699,0.0622556
2700,0.0488218
2701,0.0404479
2702,0.0511524
2703,0.0317579
2704,0.0339913
2705,0.0556675
2706,0.0495017
2707,0.0360988
2708,0.0389744
2709,0.0430008
2710,0.0395973
2711,0.0232569
2712,0.0590321
2713,0.0493983
2714,0.0352804
2715,0.0301812
2716,0.0449477
2717,0.0477883
2718,0.0459419
2719,0.0330856
2720,0.0501796
2721,0.0498821
2722,0.0510404
2723,0.0472666
2724,0.0611299
2725,0.0698714
2726,0.0534514
2727,0.0437213
2728,0.0564374
2729,0.0423161
2730,0.0399505
2731,0.04362
2732,0.0407167
2733,0.0332482
2734,0.0548116
2735,0.0295647
2736,0.0244916
2737,0.0634613
2738,0.0431868
2739,0.0362473
2740,0.0635868
2741,0.0330042
2742,0.0587767
2743,0.0301664
2744,0.0360828
2745,0.0395848
2746,0.0612408
2747,-0.00977693
2748,0.038235
2749,0.0562062
2750,0.0364141
2751,0.0530192
2752,0.0221534
2753,0.050815
2754,0.0332394
2755,0.0362596
2756,0.0675583
2757,0.0469909
2758,0.0490687
2759,0.0660586
2760,0.0348404
2761,0.0310403
2762,0.0578333
2763,0.0638533
2764,0.0416053
2765,0.0484184
2766,0.0403586
2767,0.0412476
2768,0.0443151
2769,0.0531787
2770,0.051236
2771,0.0279467
2772,0.0535507
2773,0.0496817
2774,0.0507965
2775,0.0583219
2776,0.025468
2777,0.0308043
2778,0.0614363
2779,0.050278
2780,0.0328278
2781,0.0344697
2782,0.0326695
2783,0.063297
2784,0.0601751
2785,0.0377612
2786,0.0727944
2787,0.0396642
2788,0.0458743
2789,0.0374717
2790,0.0481486
2791,0.0587239
2792,0.0599392
2793,0.050413
2794,0.0702222
2795,0.0738426
2796,0.0339268
2797,0.0493016
2798,0.036738
2799,0.0395352
2800,0.0421646
2801,0.0413286
2802,0.037445
2803,0.0302616
2804,0.0348454
2805,0.0604448
2806,0.0257214
2807,0.037833
2808,0.0534276
2809,0.0163533
2810,0.0517595
2811,0.0145601
2812,0.0383011
2813,0.0649568
2814,0.0396619
2815,0.039871
2816,0.0177566
2817,0.0293982
2818,0.0510735
2819,0.00142036
2820,0.0473625
2821,0.0217347
2822,0.0597262
2823,0.0570386
2824,0.0349728
2825,0.0450714
2826,0.0328666
2827,0.0562631
2828,0.0576708
2829,0.0465313
2830,0.0583015
2831,0.039441
2832,0.0365288
2833,0.00557315
2834,0.0198275
2835,0.0424576
2836,0.048757
2837,0.0418244
2838,0.0307495
2839,0.049621
2840,0.0496815
2841,0.0424265
2842,0.0584859
2843,0.0349937
2844,0.0683401
2845,0.0738526
2846,0.0336835
2847,0.0444808
2848,0.0333163
2849,0.0287368
2850,0.0380446
2851,0.0547767
2852,0.0339154
2853,0.0406588
2854,0.0310417
2855,0.0650298
2856,0.0662249
2857,0.032779
2858,0.0185741
2859,0.0269719
2860,0.0353893
2861,0.0328708
2862,0.0357354
2863,0.0348051
2864,0.0375203
2865,0.0435197
2866,0.0404616
2867,0.043741
2868,0.0542784
2869,0.0275217
2870,0.0473519
2871,0.0336119
2872,0.0338343
2873,0.0291175
2874,0.0514825
2875,0.0504599
2876,0.0352761
2877,0.030848
2878,0.0301119
2879,0.0681858
2880,0.0351399
2881,0.03134
2882,0.031119
2883,0.0534781
2884,0.0312031
2885,0.0434565
2886,0.0441122
2887,0.0652559
2888,0.0240669
2889,0.0333939
2890,0.0498524
2891,0.0476392
2892,0.0435875
2893,0.0498086
2894,0.0371122
2895,0.0369211
2896,0.0539187
2897,0.0310134
2898,0.0389126
2899,0.0159451
2900,0.0601382
2901,0.0850344
2902,0.0255331
2903,0.028477
2904,0.0433877
2905,0.0377533
2906,0.0413505
2907,0.0260573
2908,0.0350698
2909,0.0304779
2910,0.054799
2911,0.0459188
2912,0.0309747
2913,0.0362214
2914,0.038643
2915,0.0569435
2916,0.0479835
2917,0.0462926
2918,0.037348
2919,-0.00465225
2920,0.0472637
2921,0.0639969
2922,0.0482798
2923,0.0539574
2924,0.0493672
2925,0.0480264
2926,0.0259747
2927,0.0284109
2928,0.0267949
2929,0.0373529
2930,0.0468019
2931,0.0462901
2932,0.0463984
2933,0.0524428
2934,0.0406914
2935,0.0442159
2936,0.0600162
2937,0.0811659
2938,0.0576644
2939,0.0350155
2940,0.053691
2941,0.0414736
2942,0.0593442
2943,0.0142708
2944,0.0449868
2945,0.0201504
2946,0.0271899
2947,0.0605139
2948,0.0546818
2949,0.0613938
2950,0.0307585
2951,0.0610961
2952,0.0293201
2953,0.0373419
2954,0.0486587
2955,0.0621778
2956,0.0378061
2957,0.0526922
2958,0.0335359
2959,0.0352161
2960,0.0589286
2961,0.0436053
2962,0.0410627
2963,0.0402532
2964,0.0442272
2965,0.0513623
2966,0.0687956
2967,0.0420535
2968,0.045416
2969,0.0528288
2970,0.0223155
2971,0.0303101
2972,0.0316952
2973,0.0517302
2974,0.0474498
2975,0.0454463
2976,0.0409076
2977,0.0542972
2978,0.0492452
2979,0.0539392
2980,0.031249
2981,0.0505716
2982,0.0255412
2983,0.0521957
2984,0.0456803
2985,0.0337682
2986,0.0439001
2987,0.0603058
2988,0.031488
2989,0.0452418
2990,0.0537748
2991,0.0488042
2992,0.0424325
2993,0.0384805
2994,0.0596282
2995,0.0458069
2996,0.0468729
2997,0.0638894
2998,0.0461846
2999,0.0604822
3000,0.0364449
3001,0.0620946
3002,0.0564265
3003,0.0299743
3004,0.0546108
3005,0.0536399
3006,0.0211191
3007,0.0634915
3008,0.0478414
3009,0.0117018
3010,0.0147444
3011,0.0411257
3012,0.0565534
3013,0.0243113
3014,0.0317585
3015,0.0633659
3016,0.0429188
3017,0.0435893
3018,0.0440759
3019,0.0282855
3020,0.0420858
3021,0.0465001
3022,0.0184083
3023,0.0572001
3024,0.0518269
3025,0.0484956
3026,0.0316305
3027,0.0564446
3028,0.0321345
3029,0.046514
3030,0.0338206
3031,0.056316
3032,0.0502494
3033,0.0704349
3034,0.0604891
3035,0.0346365
3036,0.0513911
3037,0.0347377
3038,0.0352708
3039,0.0473971
3040,0.0224256
3041,0.0460535
3042,0.0345856
3043,0.0487638
3044,0.0195662
3045,0.0496281
3046,0.0116026
3047,0.0473649
3048,0.0583446
3049,0.0559597
3050,0.0436094
3051,0.0592053
3052,0.0314013
3053,0.04083
3054,0.0349588
3055,0.0191531
3056,0.0583507
3057,0.0400654
3058,0.0204481
3059,0.047259
3060,0.0340048
3061,0.0552013
3062,0.0275963
3063,0.0245863
3064,0.0437321
3065,0.0305005
3066,0.0401879
3067,0.0243332
3068,0.0463124
3069,0.0326029
3070,0.019497
3071,0.0194264
3072,0.0431711
3073,0.0171815
3074,0.0281134
3075,0.0416262
3076,0.0529432
3077,0.0386412
3078,0.0527795
3079,0.00124936
3080,0.0458059
3081,0.0482512
3082,0.0517245
3083,0.0364878
3084,0.0533814
3085,0.0426733
3086,0.0244946
3087,0.0326639
3088,0.0482273
3089,0.0077882
3090,0.0339695
3091,0.0428681
3092,0.0401905
3093,0.047556
3094,0.0421203
3095,0.0400625
3096,0.0496808
3097,0.0580444
3098,0.0300374
3099,0.031378
3100,0.0249084
3101,0.0451055
3102,0.053837
3103,0.0607883
3104,0.0451115
3105,0.0603359
3106,0.00888134
3107,0.0479105
3108,0.0138924
3109,0.0338927
3110,0.0374978
3111,0.0567364
3112,0.0293312
3113,0.0416183
3114,0.0716344
3115,0.0262088
3116,0.0218542
3117,0.0627214
3118,0.0339026
3119,0.0458816
3120,0.0391153
3121,0.05566
3122,0.0171697
3123,0.0535621
3124,0.0218896
3125,0.0461082
3126,0.0556017
3127,0.034349
3128,0.0516862
3129,0.0460113
3130,0.050146
3131,0.0462638
3132,0.0631251
3133,0.0295817
3134,0.0612269
3135,0.0673371
3136,0.0422884
3137,0.0559136
3138,0.0284667
3139,0.02284
3140,0.0542369
3141,0.0204722
3142,0.0233835
3143,0.0434584
3144,0.0222148
3145,0.055589
3146,0.0180893
3147,0.0339165
3148,0.0462809
3149,0.023034
3150,0.0409635
3151,0.0416294
3152,0.0409427
3153,0.0760871
3154,0.052312
3155,0.0566307
3156,0.0323034
3157,0.0462438
3158,0.0469157
3159,0.0504339
3160,0.0180499
3161,0.0379998
3162,0.0502354
3163,0.029311
3164,0.0649419
3165,0.0699275
3166,0.0522008
3167,0.0615433
3168,0.0761762
3169,0.0449359
3170,0.0327326
3171,0.0450969
3172,0.049264
3173,0.056722
3174,0.0637859
3175,0.0475386
3176,0.0535907
3177,0.0351809
3178,0.0442484
3179,0.0443159
3180,0.0392234
3181,0.0532165
3182,0.0457395
3183,0.0359918
3184,0.0441917
3185,0.0683646
3186,0.0443151
3187,0.0349126
3188,0.0408335
3189,0.0379413
3190,0.0521949
3191,0.034183
3192,0.0106334
3193,0.0139687
3194,0.0244679
3195,0.0536271
3196,0.0145885
3197,0.0183815
3198,0.0512775
3199,0.0537857
3200,0.0472127
3201,0.0164064
3202,0.056174
3203,0.0160403
3204,0.0256041
3205,0.0493511
3206,0.0438371
3207,0.0515971
3208,0.0305627
3209,0.0602396
3210,0.0530138
3211,0.0426745
3212,0.0641725
3213,0.0488533
3214,0.0512975
3215,0.0482755
3216,0.0547147
3217,0.0373351
3218,0.0426872
3219,0.0548784
3220,0.0534523
3221,0.0253676
3222,0.0598214
3223,0.0635647
3224,0.0437581
3225,0.050824
3226,0.0558922
3227,0.0640703
3228,0.0432939
3229,0.0656088
3230,0.0620076
3231,0.054507
3232,0.0207733
3233,0.0543767
3234,0.0387077
3235,0.0386153
3236,0.0339465
3237,0.0531729
3238,0.0335866
3239,0.0247433
3240,0.0294134
3241,0.0177138
3242,0.062129
3243,0.0589501
3244,0.0273293
3245,0.0645216
3246,0.0623008
3247,0.0315371
3248,0.0395791
3249,0.0405433
3250,0.0545167
3251,0.036102
